seqnames	strand	qwidth	start	end	width	nbrJunctions	read	flag	rname	pos	mapq	NM	nbrM	nbrI	nbrD	nbrN	nbrS	nbrH	nbrP	nbrX	readLength	alignedLength	nbrPrimaryAlignments	nbrSecondaryAlignments	nbrSupplementaryAlignments
ENST00000407193.7	+	403	1474	1632	159	0	e056490c-990a-4847-ac98-9a19d3431cfe	256	ENST00000407193.7	1474	0	16	152	4	7	0	247	0	0	0	403	156	1	19	0
ENST00000407193.7	+	1210	1474	1617	144	0	3e6b702e-b452-4025-9cea-7ae466afc433	256	ENST00000407193.7	1474	0	7	141	1	3	0	1068	0	0	0	1210	142	1	51	1
ENST00000407193.7	+	884	1474	1619	146	0	92bce2a1-2ac4-41e8-bdd7-8ff0675adbca	256	ENST00000407193.7	1474	0	8	144	0	2	0	740	0	0	0	884	144	1	29	0
ENST00000407193.7	+	377	1474	1645	172	0	3817499e-759d-47a2-96d7-7b6523505697	256	ENST00000407193.7	1474	0	26	164	9	8	0	204	0	0	0	377	173	1	62	0
ENST00000407193.7	+	1526	1474	1599	126	0	7b183bca-bf78-48db-a2aa-965b2f5e0886	256	ENST00000407193.7	1474	0	11	123	2	3	0	1401	0	0	0	1526	125	1	23	0
ENST00000407193.7	-	589	1474	1615	142	0	ba056c35-9982-485c-bbd3-c403bd71c6cd	272	ENST00000407193.7	1474	0	14	139	0	3	0	450	0	0	0	589	139	1	53	0
ENST00000407193.7	-	1257	1475	1614	140	0	127cfbd0-d37a-4cd1-9249-4838d7380805	272	ENST00000407193.7	1475	0	12	134	0	6	0	1123	0	0	0	1257	134	1	44	0
ENST00000407193.7	-	704	1475	1619	145	0	adf8aeda-e2e9-43ae-91da-aa7ad386e2c0	272	ENST00000407193.7	1475	0	13	139	1	6	0	564	0	0	0	704	140	1	80	0
ENST00000407193.7	+	741	1476	1609	134	0	f9192159-8c05-41c1-821f-be34089b363e	256	ENST00000407193.7	1476	0	6	134	2	0	0	605	0	0	0	741	136	1	55	0
ENST00000407193.7	+	1142	1477	1585	109	0	7402bc58-09d6-4754-b06c-fd4c36fdeada	256	ENST00000407193.7	1477	0	10	105	1	4	0	1036	0	0	0	1142	106	1	72	1
ENST00000407193.7	+	691	1477	1614	138	0	a57250d7-6784-4e27-bf4e-19cdb1ee808b	0	ENST00000407193.7	1477	0	13	135	3	3	0	553	0	0	0	691	138	1	23	0
ENST00000407193.7	-	719	1477	1612	136	0	74faa4c9-25cd-496e-a10b-69f38e00ae22	272	ENST00000407193.7	1477	0	20	125	5	11	0	589	0	0	0	719	130	1	33	0
ENST00000407193.7	-	561	1477	1618	142	0	50b081ad-8499-45a5-a050-1858a0cd9997	272	ENST00000407193.7	1477	0	9	142	1	0	0	418	0	0	0	561	143	1	48	0
ENST00000407193.7	-	487	1478	1616	139	0	fc93d672-0848-4d7e-a37c-10e85225f605	272	ENST00000407193.7	1478	0	26	130	9	9	0	348	0	0	0	487	139	1	37	0
ENST00000407193.7	+	776	1479	1618	140	0	82061126-118c-4735-bd4d-1c70080846c9	256	ENST00000407193.7	1479	0	14	134	1	6	0	641	0	0	0	776	135	1	43	0
ENST00000407193.7	+	501	1479	1612	134	0	fd3eecbd-13fa-4175-aca0-2371e4824222	256	ENST00000407193.7	1479	0	10	133	0	1	0	368	0	0	0	501	133	1	29	0
ENST00000407193.7	+	584	1479	1572	94	0	e0014a5f-5245-4caf-82bb-0c98891b1d59	256	ENST00000407193.7	1479	0	3	93	0	1	0	491	0	0	0	584	93	1	44	0
ENST00000407193.7	-	2477	1479	1615	137	0	9443fcde-7840-4ae0-b557-5af36d9eaac9	272	ENST00000407193.7	1479	0	11	135	0	2	0	2342	0	0	0	2477	135	1	63	1
ENST00000407193.7	-	309	1481	1612	132	0	2a403cc9-a349-42f5-a932-b3d1f4b4c712	272	ENST00000407193.7	1481	0	15	132	5	0	0	172	0	0	0	309	137	1	72	0
ENST00000407193.7	-	514	1482	1632	151	0	48f228a5-1a9b-4b26-b91d-2d6d57142941	272	ENST00000407193.7	1482	0	23	141	1	10	0	372	0	0	0	514	142	1	19	0
ENST00000407193.7	+	389	1485	1616	132	0	b4dcc978-e655-4611-b4a4-ced412bacd35	256	ENST00000407193.7	1485	0	9	128	0	4	0	261	0	0	0	389	128	1	49	0
ENST00000407193.7	-	2055	1485	1612	128	0	6368b6d4-6ae8-46b3-8b5b-26e0118a4b12	272	ENST00000407193.7	1485	0	16	125	0	3	0	1930	0	0	0	2055	125	1	49	0
ENST00000407193.7	+	356	1487	1618	132	0	548f4934-cb82-4602-9d19-5fbf02f9f1da	256	ENST00000407193.7	1487	0	14	131	1	1	0	224	0	0	0	356	132	1	58	0
ENST00000407193.7	+	1051	1487	1619	133	0	3cf8f02a-60ee-4ff1-ac73-51ee8a64e488	256	ENST00000407193.7	1487	0	19	123	2	10	0	926	0	0	0	1051	125	1	100	0
ENST00000407193.7	-	2465	1487	1618	132	0	5b717d5e-bbe5-4e06-8519-85336bb27f12	272	ENST00000407193.7	1487	0	24	128	8	4	0	2329	0	0	0	2465	136	1	41	1
ENST00000407193.7	-	950	1489	1618	130	0	5c96905b-c194-4c44-bd50-ed1d37a2defa	272	ENST00000407193.7	1489	0	9	130	0	0	0	820	0	0	0	950	130	1	74	0
ENST00000407193.7	-	501	1490	1632	143	0	d4604346-dc1d-4b10-b770-79d102f9765a	272	ENST00000407193.7	1490	0	14	138	4	5	0	359	0	0	0	501	142	1	79	0
ENST00000407193.7	-	885	1490	1614	125	0	5fbc7897-744a-4182-818d-40bfe0c33216	272	ENST00000407193.7	1490	0	13	121	2	4	0	762	0	0	0	885	123	1	31	0
ENST00000407193.7	+	276	1493	1620	128	0	063f2c18-1814-40ee-826e-ee2eadbeb47d	256	ENST00000407193.7	1493	0	10	126	0	2	0	150	0	0	0	276	126	1	64	0
ENST00000407193.7	-	416	1495	1613	119	0	76308500-f961-4864-9b63-5dd08f3202d0	272	ENST00000407193.7	1495	0	8	116	2	3	0	298	0	0	0	416	118	1	20	0
ENST00000407193.7	-	725	1496	1612	117	0	6a2918da-3d40-4e5a-b7fe-b02dbaf40632	272	ENST00000407193.7	1496	0	6	117	0	0	0	608	0	0	0	725	117	1	100	1
ENST00000407193.7	-	386	1497	1618	122	0	306382f5-c080-47b9-b6a8-9daa0f9816e8	272	ENST00000407193.7	1497	0	2	122	0	0	0	264	0	0	0	386	122	1	10	0
ENST00000407193.7	+	678	1500	1618	119	0	6701f639-d368-47f2-9564-d7c0d282e3bc	256	ENST00000407193.7	1500	0	12	118	2	1	0	558	0	0	0	678	120	1	94	0
ENST00000407193.7	+	383	1507	1618	112	0	1eedd068-d730-4cf8-8ed1-47ec95058298	256	ENST00000407193.7	1507	0	2	112	0	0	0	271	0	0	0	383	112	1	44	0
ENST00000407193.7	-	423	1508	1618	111	0	8c5eed73-ddda-49dc-b3e5-606e4bcf396a	272	ENST00000407193.7	1508	0	9	109	3	2	0	311	0	0	0	423	112	1	25	0
ENST00000407193.7	-	1007	1509	1612	104	0	75f8c1cb-6b08-4ed5-907d-00288fee9c5b	272	ENST00000407193.7	1509	0	5	104	1	0	0	902	0	0	0	1007	105	1	27	1
ENST00000407193.7	+	500	1510	1618	109	0	897dab76-e37b-4cf0-8f97-8b79545d0ae8	256	ENST00000407193.7	1510	0	6	109	0	0	0	391	0	0	0	500	109	1	48	0
ENST00000407193.7	+	858	1514	1617	104	0	9a20ed1f-ff9b-4c37-ab63-f8e37db88ea8	256	ENST00000407193.7	1514	0	6	102	0	2	0	756	0	0	0	858	102	1	29	0
ENST00000407193.7	+	2299	1514	1619	106	0	01f2a4ff-bebc-489c-b9c2-d8d8b9bcb223	256	ENST00000407193.7	1514	0	4	106	0	0	0	2193	0	0	0	2299	106	1	54	0
ENST00000407193.7	+	2102	1515	1617	103	0	dda311e5-83d0-4baa-9f32-67c78927ba5b	256	ENST00000407193.7	1515	0	10	103	4	0	0	1995	0	0	0	2102	107	1	42	1
ENST00000407193.7	+	736	1517	1632	116	0	3e85d354-1aa6-4251-9974-820c7b0c7b86	256	ENST00000407193.7	1517	0	10	111	1	5	0	624	0	0	0	736	112	1	24	0
ENST00000407193.7	-	569	1519	1618	100	0	43fee1f4-9597-4ff1-bc3d-3324f3dce40f	272	ENST00000407193.7	1519	0	8	99	5	1	0	465	0	0	0	569	104	1	43	0
ENST00000407193.7	-	834	1520	1616	97	0	53f59fb5-3aea-412a-ab63-a20029d87749	272	ENST00000407193.7	1520	0	8	93	0	4	0	741	0	0	0	834	93	1	71	0
ENST00000407193.7	-	1023	1520	1619	100	0	68163d7a-5420-4d55-9b1c-9b020dda68d0	272	ENST00000407193.7	1520	0	8	98	2	2	0	923	0	0	0	1023	100	1	46	0
ENST00000407193.7	-	441	1520	1613	94	0	df7399b6-5c18-4e7f-b282-8a170e883aa5	272	ENST00000407193.7	1520	0	4	94	1	0	0	346	0	0	0	441	95	1	37	0
ENST00000407193.7	-	915	1523	1609	87	0	490be77c-e468-4b05-8716-853b9ad21c6d	272	ENST00000407193.7	1523	0	2	87	0	0	0	828	0	0	0	915	87	1	63	0
ENST00000407193.7	+	727	1524	1617	94	0	7933082b-a4f8-43aa-87fe-65e7453afaf9	256	ENST00000407193.7	1524	0	4	94	2	0	0	631	0	0	0	727	96	1	43	0
ENST00000407193.7	-	293	1532	1618	87	0	6dfad594-229d-41bc-9699-bcdac73c97f1	272	ENST00000407193.7	1532	0	9	87	3	0	0	203	0	0	0	293	90	1	2	0
ENST00000407193.7	-	1383	1537	1618	82	0	2e5073d8-492b-4eec-a0b1-db7acd65f5b7	16	ENST00000407193.7	1537	0	9	77	0	5	0	1306	0	0	0	1383	77	1	25	0
ENST00000407193.7	+	346	1544	1619	76	0	f13465e2-49f2-41c1-8877-123f2e7749f8	256	ENST00000407193.7	1544	0	6	74	1	2	0	271	0	0	0	346	75	1	30	0
ENST00000407193.7	-	626	1546	1616	71	0	c891e050-1395-4bed-a285-45ae8f461076	272	ENST00000407193.7	1546	0	2	71	0	0	0	555	0	0	0	626	71	1	100	1
ENST00000407193.7	-	823	1553	1618	66	0	efc6892b-55b7-4b4e-aae1-88f5e65e0d84	272	ENST00000407193.7	1553	0	6	66	6	0	0	751	0	0	0	823	72	1	52	0
ENST00000407193.7	+	1010	1555	1619	65	0	e8f81166-b74a-4bce-b9c8-5a879c0a11ec	256	ENST00000407193.7	1555	0	3	65	3	0	0	942	0	0	0	1010	68	1	75	1
ENST00000414590.1	+	1247	400	534	135	0	dda0fa0a-ee18-4279-916a-55248a967af3	0	ENST00000414590.1	400	60	7	132	4	3	0	1111	0	0	0	1247	136	1	0	0
ENST00000271417.8	-	312	13041	13355	315	0	eb69be24-ab41-4e1a-a52d-414b51d627bc	2064	ENST00000271417.8	13041	1	92	296	16	19	0	0	1243	0	0	1555	312	1	8	2
ENST00000561387.1	+	1949	1868	2564	697	0	1e69e66f-bfe2-42f4-8a5f-0ab24363e0b1	0	ENST00000561387.1	1868	60	35	679	3	18	0	1267	0	0	0	1949	682	1	0	0
ENST00000680568.1	+	114	1	113	113	0	d6667bf4-5aa3-4d94-810e-5563b8f91102	2048	ENST00000680568.1	1	14	3	113	1	0	0	0	2052	0	0	2166	114	1	0	1
ENST00000680568.1	+	2166	653	1558	906	0	d6667bf4-5aa3-4d94-810e-5563b8f91102	0	ENST00000680568.1	653	24	40	892	12	14	0	1262	0	0	0	2166	904	1	0	1
ENST00000370598.6	+	761	718	892	175	0	1d2906ba-67a5-4ac4-b586-174845ab6215	0	ENST00000370598.6	718	0	7	173	5	2	0	583	0	0	0	761	178	1	1	0
ENST00000370598.6	+	2450	2903	3013	111	0	b8f90523-10eb-45e6-93ad-edfea8f87c35	0	ENST00000370598.6	2903	0	8	105	0	6	0	2345	0	0	0	2450	105	1	2	0
ENST00000370598.6	+	839	5176	5287	112	0	b53d2ea4-c594-4bcd-ab00-7d0c5239674b	256	ENST00000370598.6	5176	0	8	111	5	1	0	723	0	0	0	839	116	1	3	0
ENST00000684661.1	+	761	709	883	175	0	1d2906ba-67a5-4ac4-b586-174845ab6215	256	ENST00000684661.1	709	0	7	173	5	2	0	583	0	0	0	761	178	1	1	0
ENST00000684661.1	+	2450	2894	3004	111	0	b8f90523-10eb-45e6-93ad-edfea8f87c35	256	ENST00000684661.1	2894	0	8	105	0	6	0	2345	0	0	0	2450	105	1	2	0
ENST00000684661.1	+	839	5163	5274	112	0	b53d2ea4-c594-4bcd-ab00-7d0c5239674b	256	ENST00000684661.1	5163	0	8	111	5	1	0	723	0	0	0	839	116	1	3	0
ENST00000546190.5	+	2450	1997	2107	111	0	b8f90523-10eb-45e6-93ad-edfea8f87c35	256	ENST00000546190.5	1997	0	8	105	0	6	0	2345	0	0	0	2450	105	1	2	0
ENST00000546190.5	+	839	4270	4381	112	0	b53d2ea4-c594-4bcd-ab00-7d0c5239674b	0	ENST00000546190.5	4270	0	8	111	5	1	0	723	0	0	0	839	116	1	3	0
ENST00000238918.12	+	839	2014	2125	112	0	b53d2ea4-c594-4bcd-ab00-7d0c5239674b	256	ENST00000238918.12	2014	0	8	111	5	1	0	723	0	0	0	839	116	1	3	0
ENST00000299847.7	-	1251	1165	1580	416	0	5bfa4f0f-bf60-477a-a50c-f17399e3bafb	272	ENST00000299847.7	1165	0	21	413	11	3	0	827	0	0	0	1251	424	1	20	0
ENST00000397827.7	-	1251	1222	1637	416	0	5bfa4f0f-bf60-477a-a50c-f17399e3bafb	272	ENST00000397827.7	1222	0	21	413	11	3	0	827	0	0	0	1251	424	1	20	0
ENST00000692430.1	-	1251	672	1087	416	0	5bfa4f0f-bf60-477a-a50c-f17399e3bafb	272	ENST00000692430.1	672	0	21	413	11	3	0	827	0	0	0	1251	424	1	20	0
ENST00000401522.7	-	1251	1159	1574	416	0	5bfa4f0f-bf60-477a-a50c-f17399e3bafb	272	ENST00000401522.7	1159	0	21	413	11	3	0	827	0	0	0	1251	424	1	20	0
ENST00000569278.1	+	606	122	404	283	0	bd79e350-6c7c-46d6-ad4d-b793124135f0	0	ENST00000569278.1	122	60	29	274	0	9	0	332	0	0	0	606	274	1	0	0
ENST00000407071.7	+	1007	1437	1606	170	0	0f4740b0-68e6-4251-af59-6da721d84601	0	ENST00000407071.7	1437	0	18	159	4	11	0	844	0	0	0	1007	163	1	1	0
ENST00000641768.1	+	851	232	495	264	0	c1af2ea1-4f7d-4294-ba40-d35f9f29cd58	256	ENST00000641768.1	232	0	21	257	6	7	0	588	0	0	0	851	263	1	12	0
ENST00000377154.1	+	851	192	479	288	0	c1af2ea1-4f7d-4294-ba40-d35f9f29cd58	256	ENST00000377154.1	192	0	27	276	6	12	0	569	0	0	0	851	282	1	12	0
ENST00000438731.7	-	1435	486	559	74	0	c625cd33-ea02-4710-8195-6cd025e16708	16	ENST00000438731.7	486	17	1	74	1	0	0	1360	0	0	0	1435	75	1	0	0
ENST00000649156.2	+	755	3760	4164	405	0	ab6926bb-46e0-418a-bfee-a9305a19f8ad	256	ENST00000649156.2	3760	0	104	365	13	40	0	377	0	0	0	755	378	1	6	0
ENST00000649156.2	+	1489	3976	4133	158	0	95085cc2-3bee-4e7e-9536-5de8d5d70cdb	256	ENST00000649156.2	3976	0	24	155	2	3	0	1332	0	0	0	1489	157	1	6	0
ENST00000649156.2	+	1881	4015	4150	136	0	427fbeaa-a0fc-4118-bedd-49514bead689	256	ENST00000649156.2	4015	0	29	128	3	8	0	1750	0	0	0	1881	131	1	1	0
ENST00000649156.2	+	437	4306	4527	222	0	b52a0995-39f2-4da5-b8ed-ee3937276119	0	ENST00000649156.2	4306	60	20	216	6	6	0	215	0	0	0	437	222	1	0	0
ENST00000649156.2	-	1147	4467	5216	750	0	4513dfe9-7231-4ce6-b955-8f4930b68885	16	ENST00000649156.2	4467	60	25	740	9	10	0	398	0	0	0	1147	749	1	0	0
ENST00000649156.2	+	1213	5603	5904	302	0	d3f1deb3-d164-413f-95f0-e66ca78bf77f	0	ENST00000649156.2	5603	1	68	290	20	12	0	903	0	0	0	1213	310	1	0	0
ENST00000648388.1	+	755	3883	4287	405	0	ab6926bb-46e0-418a-bfee-a9305a19f8ad	256	ENST00000648388.1	3883	0	104	365	13	40	0	377	0	0	0	755	378	1	6	0
ENST00000648388.1	+	1489	4099	4256	158	0	95085cc2-3bee-4e7e-9536-5de8d5d70cdb	256	ENST00000648388.1	4099	0	24	155	2	3	0	1332	0	0	0	1489	157	1	6	0
ENST00000648388.1	+	1881	4138	4273	136	0	427fbeaa-a0fc-4118-bedd-49514bead689	0	ENST00000648388.1	4138	0	29	128	3	8	0	1750	0	0	0	1881	131	1	1	0
ENST00000261609.13	-	1309	9649	9969	321	0	94f95bd8-a2eb-4f37-92c6-b7197d261c09	272	ENST00000261609.13	9649	0	83	301	18	20	0	990	0	0	0	1309	319	1	3	0
ENST00000261609.13	+	560	9680	9799	120	0	5bac6779-3653-4a2e-91b3-585d61a978bd	256	ENST00000261609.13	9680	0	9	117	1	3	0	442	0	0	0	560	118	1	4	0
ENST00000650509.1	-	1309	1224	1544	321	0	94f95bd8-a2eb-4f37-92c6-b7197d261c09	272	ENST00000650509.1	1224	0	83	301	18	20	0	990	0	0	0	1309	319	1	3	0
ENST00000650509.1	+	560	1255	1374	120	0	5bac6779-3653-4a2e-91b3-585d61a978bd	256	ENST00000650509.1	1255	0	9	117	1	3	0	442	0	0	0	560	118	1	4	0
ENST00000567869.1	-	379	2803	2965	163	0	24cdac96-e77b-480e-baf4-dc1bd28d3dc2	16	ENST00000567869.1	2803	60	13	160	7	3	0	212	0	0	0	379	167	1	0	0
ENST00000452421.5	+	1361	29	408	380	0	7c3d098d-82ab-4aca-9ecc-1b4672034f21	0	ENST00000452421.5	29	60	64	352	13	28	0	996	0	0	0	1361	365	1	0	0
ENST00000413099.6	-	387	1007	1143	137	0	faa3f0f4-e543-4d4a-aecf-d6ea06894c97	272	ENST00000413099.6	1007	0	1	137	0	0	0	250	0	0	0	387	137	1	4	0
ENST00000302313.10	-	387	1086	1222	137	0	faa3f0f4-e543-4d4a-aecf-d6ea06894c97	272	ENST00000302313.10	1086	0	1	137	0	0	0	250	0	0	0	387	137	1	4	0
ENST00000420940.6	-	387	952	1088	137	0	faa3f0f4-e543-4d4a-aecf-d6ea06894c97	272	ENST00000420940.6	952	0	1	137	0	0	0	250	0	0	0	387	137	1	4	0
ENST00000489838.5	-	387	230	360	131	0	faa3f0f4-e543-4d4a-aecf-d6ea06894c97	272	ENST00000489838.5	230	0	1	131	0	0	0	256	0	0	0	387	131	1	4	0
ENST00000463198.1	-	387	80	216	137	0	faa3f0f4-e543-4d4a-aecf-d6ea06894c97	16	ENST00000463198.1	80	0	1	137	0	0	0	250	0	0	0	387	137	1	4	0
ENST00000374323.8	+	1480	1568	1697	130	0	fc7e8553-e167-4aef-99ff-81ac2838cd98	256	ENST00000374323.8	1568	0	5	129	2	1	0	1349	0	0	0	1480	131	1	9	0
ENST00000374321.9	+	1480	862	991	130	0	fc7e8553-e167-4aef-99ff-81ac2838cd98	256	ENST00000374321.9	862	0	5	129	2	1	0	1349	0	0	0	1480	131	1	9	0
ENST00000503753.5	+	1480	857	986	130	0	fc7e8553-e167-4aef-99ff-81ac2838cd98	0	ENST00000503753.5	857	0	5	129	2	1	0	1349	0	0	0	1480	131	1	9	0
ENST00000374328.3	+	1480	191	320	130	0	fc7e8553-e167-4aef-99ff-81ac2838cd98	256	ENST00000374328.3	191	0	5	129	2	1	0	1349	0	0	0	1480	131	1	9	0
ENST00000263073.11	+	1349	2788	2934	147	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000263073.11	2788	0	10	145	6	2	0	1198	0	0	0	1349	151	1	7	0
ENST00000354901.8	+	1349	294	440	147	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000354901.8	294	0	10	145	6	2	0	1198	0	0	0	1349	151	1	7	0
ENST00000536871.6	+	1349	240	387	148	0	4b959666-5cd1-40fa-a338-790466e2a429	0	ENST00000536871.6	240	0	10	146	6	2	0	1197	0	0	0	1349	152	1	7	0
ENST00000571442.5	+	1349	92	239	148	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000571442.5	92	0	10	146	6	2	0	1197	0	0	0	1349	152	1	7	0
ENST00000570659.5	+	1349	102	248	147	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000570659.5	102	0	10	145	6	2	0	1198	0	0	0	1349	151	1	7	0
ENST00000575663.5	+	1349	85	232	148	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000575663.5	85	0	10	146	6	2	0	1197	0	0	0	1349	152	1	7	0
ENST00000570606.5	+	1349	202	348	147	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000570606.5	202	0	10	145	6	2	0	1198	0	0	0	1349	151	1	7	0
ENST00000570668.1	+	1349	188	335	148	0	4b959666-5cd1-40fa-a338-790466e2a429	256	ENST00000570668.1	188	0	10	146	6	2	0	1197	0	0	0	1349	152	1	7	0
ENST00000374317.2	+	874	1	157	157	0	01002a18-b238-4472-9a30-fb8fd836d5cf	0	ENST00000374317.2	1	60	4	155	1	2	0	718	0	0	0	874	156	1	0	0
ENST00000374317.2	-	772	8312	8665	354	0	ac25f7fb-9504-4d75-ae8c-b8cd1158ee90	272	ENST00000374317.2	8312	0	88	321	19	33	0	432	0	0	0	772	340	1	14	0
ENST00000374317.2	+	1557	8317	8607	291	0	3d0cd265-7be9-4805-a1fd-8c9ad1509c7e	256	ENST00000374317.2	8317	0	89	247	19	44	0	1291	0	0	0	1557	266	1	9	0
ENST00000374317.2	+	2153	8319	8436	118	0	3f2ee416-fdfc-4311-aba2-6b24b1eda767	256	ENST00000374317.2	8319	0	17	113	4	5	0	2036	0	0	0	2153	117	1	5	1
ENST00000374317.2	+	2845	8319	8711	393	0	48952ae0-e3a0-409e-996e-366b0d7a43e2	256	ENST00000374317.2	8319	0	101	353	16	40	0	2476	0	0	0	2845	369	1	26	0
ENST00000374317.2	-	2218	8319	8711	393	0	ab74fdad-737f-49d7-aaa8-3ee41d1bdacf	272	ENST00000374317.2	8319	0	105	350	17	43	0	1851	0	0	0	2218	367	1	10	0
ENST00000374317.2	+	687	8320	8596	277	0	776fd931-be53-4d86-a015-bb8d2794a487	256	ENST00000374317.2	8320	0	73	238	9	39	0	440	0	0	0	687	247	1	13	0
ENST00000374317.2	+	575	8320	8671	352	0	c321a0c1-8b4d-40bb-9ffb-5f8b47447b17	256	ENST00000374317.2	8320	0	100	313	7	39	0	255	0	0	0	575	320	1	22	0
ENST00000374317.2	+	2662	8320	8714	395	0	f6ab857e-32fe-49aa-af96-b69cdfd565a6	256	ENST00000374317.2	8320	0	105	347	18	48	0	2297	0	0	0	2662	365	1	16	2
ENST00000374317.2	+	847	8320	8607	288	0	bc048f8b-9b4a-4230-b8a2-3d411fff6700	256	ENST00000374317.2	8320	0	74	250	9	38	0	588	0	0	0	847	259	1	23	0
ENST00000374317.2	+	800	8320	8711	392	0	6a08dce5-621b-4657-ab77-1e11fa4439df	256	ENST00000374317.2	8320	0	107	347	28	45	0	425	0	0	0	800	375	1	56	0
ENST00000374317.2	+	952	8320	8561	242	0	256f654c-6cfb-44a9-ab83-472c1636d95c	256	ENST00000374317.2	8320	0	68	208	9	34	0	735	0	0	0	952	217	1	14	0
ENST00000374317.2	-	1200	8320	8711	392	0	7d4f5365-0d1e-43ee-8c1c-a2086624a07c	272	ENST00000374317.2	8320	0	115	350	28	42	0	822	0	0	0	1200	378	1	7	0
ENST00000374317.2	-	824	8320	8435	116	0	1959e60e-5878-40fe-95c7-aa9d1c1160e0	272	ENST00000374317.2	8320	0	16	113	6	3	0	705	0	0	0	824	119	1	10	0
ENST00000374317.2	-	897	8320	8628	309	0	69078267-15a6-4bd2-a316-44150e3f0d49	272	ENST00000374317.2	8320	0	85	280	11	29	0	606	0	0	0	897	291	1	3	0
ENST00000374317.2	-	634	8320	8711	392	0	65ff7444-55ef-43ae-bdbc-0bdc2854a3f7	272	ENST00000374317.2	8320	0	106	351	11	41	0	272	0	0	0	634	362	1	14	0
ENST00000374317.2	-	989	8320	8625	306	0	78240169-eb14-4bbe-8919-6cbede20f101	272	ENST00000374317.2	8320	0	76	277	10	29	0	702	0	0	0	989	287	1	21	1
ENST00000374317.2	-	1328	8320	8696	377	0	4b23dc51-bece-49e6-9b9d-909c9e068737	272	ENST00000374317.2	8320	0	98	345	17	32	0	966	0	0	0	1328	362	1	15	0
ENST00000374317.2	-	1494	8320	8411	92	0	3916dbc7-e22f-4e2d-9e56-1a0c4d144e5d	272	ENST00000374317.2	8320	0	13	90	5	2	0	1399	0	0	0	1494	95	1	7	2
ENST00000374317.2	-	1741	8320	8711	392	0	5d57699e-de7d-429b-b921-8852f390eaef	272	ENST00000374317.2	8320	0	108	339	8	53	0	1394	0	0	0	1741	347	1	20	1
ENST00000374317.2	+	559	8321	8628	308	0	cdec95e1-1ee9-4f12-8ce4-969adef8d687	0	ENST00000374317.2	8321	0	78	277	13	31	0	269	0	0	0	559	290	1	24	0
ENST00000374317.2	-	1788	8322	8707	386	0	51c4b8fb-21f7-4074-925f-fc6026fce3ce	272	ENST00000374317.2	8322	0	103	348	16	38	0	1424	0	0	0	1788	364	1	15	0
ENST00000374317.2	+	1566	8323	8703	381	0	38cc6fb0-76a0-4361-85a5-223f632a3c08	256	ENST00000374317.2	8323	0	116	330	22	51	0	1214	0	0	0	1566	352	1	41	0
ENST00000374317.2	+	1891	8325	8515	191	0	614b500c-9c79-4f87-ab97-ee7408d8fb89	256	ENST00000374317.2	8325	0	53	159	0	32	0	1732	0	0	0	1891	159	1	7	1
ENST00000374317.2	-	1016	8330	8622	293	0	6c37a72f-1eea-4f53-88ef-2a92925f1202	272	ENST00000374317.2	8330	0	91	251	17	42	0	748	0	0	0	1016	268	1	35	0
ENST00000374317.2	-	671	8330	8711	382	0	b4f1bc0b-02bb-464e-a10b-9e13a4570949	272	ENST00000374317.2	8330	0	119	329	16	53	0	326	0	0	0	671	345	1	36	0
ENST00000374317.2	-	443	8330	8581	252	0	28862be9-c9a1-4ffa-85fe-7f967eef0561	272	ENST00000374317.2	8330	0	69	215	6	37	0	222	0	0	0	443	221	1	18	0
ENST00000374317.2	+	1498	8331	8708	378	0	a0c77464-a31e-4609-8deb-b627a31c83cc	0	ENST00000374317.2	8331	0	77	349	9	29	0	1140	0	0	0	1498	358	1	14	0
ENST00000374317.2	+	1438	8331	8711	381	0	f697bc99-3009-415a-b718-ecd58cb5b013	256	ENST00000374317.2	8331	0	107	346	25	35	0	1067	0	0	0	1438	371	1	31	0
ENST00000374317.2	+	541	8331	8625	295	0	888c4abc-6b5e-45b1-bed2-79576efd45f3	256	ENST00000374317.2	8331	0	83	268	16	27	0	257	0	0	0	541	284	1	39	0
ENST00000374317.2	-	1060	8333	8709	377	0	c45873e0-06a1-4a22-9811-3a0e0a4687e7	272	ENST00000374317.2	8333	0	115	327	15	50	0	718	0	0	0	1060	342	1	13	0
ENST00000374317.2	-	2135	8336	8436	101	0	e4d1d68b-9cf3-4e61-b8df-0a3199fcf4e5	272	ENST00000374317.2	8336	0	13	100	1	1	0	2034	0	0	0	2135	101	1	16	0
ENST00000374317.2	+	720	8338	8464	127	0	273552a7-01b7-4761-8f0a-42273ac807c5	256	ENST00000374317.2	8338	0	28	125	7	2	0	588	0	0	0	720	132	1	6	0
ENST00000374317.2	+	1260	8338	8711	374	0	45801c3f-0bde-4d8e-b676-ee012f43e545	256	ENST00000374317.2	8338	0	120	315	21	59	0	924	0	0	0	1260	336	1	44	0
ENST00000374317.2	+	1140	8338	8425	88	0	6aee5064-eeca-42c8-a947-b116bb674fc3	256	ENST00000374317.2	8338	0	11	86	1	2	0	1053	0	0	0	1140	87	1	10	0
